product_id,category,original_price
c52puX2j2dc5vXyk,shoes,120.99
8K5TCMFY7uhqTdis,shoes,160.99
fdgSewoE38lvBHeG,shoes,132.61
lAJiEKlNKyOue524,shoes,135.99
a4u3l41L9G0LXcU8,shoes,125.86
Ab7atsnaefwb1xSz,shoes,116.18
jSBCsva24qHsHQqQ,shoes,127.99
SG6W4Yg3dPKBsjoI,shoes,151.2
xqYe12PgnpvNKsLa,shoes,131.24
Pu3X6uOA8GCUqp5X,shoes,79.99
IVKuMOcHkvMqqGuC,shoes,118.87
CtARua14rK4L9FOL,shoes,126.68
fCrPWiy90s4adzrB,shoes,110.99
RJrfVTeR3lWTmgL8,shoes,92.99
K76eNPN6JP0BA82I,shoes,122.77
9zZ8rlYzv59amO2w,shoes,146.94
aFxl2JxG2NFDxdP3,shoes,114.99
ycMtMl3bwwBrX92X,shoes,119.19
AUvF7aarZUhP0xPJ,shoes,115.99
7yBwp1BpvF5ttVu2,shoes,133.99
DKR9DxUkNld4KTJm,shoes,103.42
IcpEuQOaxiUn4mVF,shoes,142.99
9ZZwCxDuyXLrmbKB,shoes,100.37
Twm1Gmuc3ThAnaop,shoes,113.24
1NhrLlQnyQAmPDk3,shoes,105.47
7bptImsTuqmKJRfM,shoes,91.21
7oqweYMsO9BwVbur,shoes,115.99
li7kWFCV6JkyGxWk,shoes,102.99
spbcQiHKkHPqL4OK,shoes,131.99
y7qCv5SeC1UNTQG7,shoes,115.99
AdB8Hx5HhTrNDsRm,shoes,150.99
eFWiGfzjCpy2Cyzu,shoes,119.34
3MbBkVL8yQdxVtLs,shoes,86.99
3faDJ2ik1iNw9eib,shoes,92.84
GW3isxIdBlm4ATcK,shoes,78.01
gT9JqnbHcwSHnbu5,shoes,137.13
rCF2FJFShJe4v6Gd,shoes,138.99
pTPY2xAjl8UzdukA,shoes,106.99
t1SI32Qeyc2Sy0Wq,shoes,110.99
Q6DKRoi3Oqh94MTG,shoes,88.13
QoBHLrrpzqdYngyz,shoes,72.99
PSdyZ1U5btJj2vIW,shoes,112.99
yDPoftYrO4qtYbn2,shoes,85.99
OqV7DeJCer4bxNnk,shoes,118.85
PamYPpASJmtZIgU7,shoes,138.92
AX6eemNnnxezRkY9,shoes,109.62
H448cgY9AYwME0nF,shoes,107.12
2wJQ59OPkXKIr7Os,shoes,90.99
PTJIkUhIfNT3Tv4R,shoes,105.32
ka2950Zd118YrtHM,shoes,100.99
xcxHobVcdxqwzFhk,shoes,139.99
UPuVAiM1XE3NFEFj,shoes,129.94
kUqfdryGxujOZdZt,shoes,118.39
bbPA8n1VwTbamq0J,shoes,70.08
YIEthuwHGu2GqV85,shoes,99.99
c2DBPpXTcHxtRvNl,shoes,144.08
AitKI666liubySwQ,shoes,120.99
gtIisxourKu6aXqA,shoes,136.7
fXWFaVS32OOGsuZU,shoes,147.01
ULRe7WzaZxCMgFg5,shoes,119.59
R3sNCbgZwJAOHhdq,shoes,121.99
aq9G7EPzAOer4k2e,shoes,108.11
7SL6g9hVT7GKMC4R,shoes,119.73
mCXgo1B5jk8Yua9P,shoes,102.99
b8aw5mpMWZq5bnUe,shoes,118.99
BFv9Wi4iMNAcFPe5,shoes,120.99
YjpXgYnMQkntLucB,shoes,129.86
D5VVFN3vouzkiiut,shoes,115.99
6GvU00EJyBTzdXTC,shoes,114.99
sDFp1xCzQtbqEO2O,shoes,155.99
NjOEwxQQ628fFgfd,shoes,128.99
bihbQVlUdObchBuJ,shoes,128.42
y5AFkAViTgA0M5wP,shoes,124.99
SIbyb2BBlhBQbFXQ,shoes,130.94
XCim4fNwQI12pVoJ,shoes,118.99
cy7fnU6nEV9EXk3x,shoes,108.99
U8WJx7zDeLuaZr7l,shoes,99.99
A6uyLMNRRzIFv1jw,shoes,93.99
Oe8Lnp4k2NbP5Wij,shoes,136.17
PJ8BAbLEzZ56o13v,shoes,98.18
DefLSxpb9ugws40M,shoes,133.3
VIHxjxu3NOUeR9L1,shoes,108.66
EyWoDYv3gGwW4Riz,shoes,83.15
HbvQ11TRx4DErX24,shoes,133.99
gTBiYjQ3eDFVw8wv,shoes,128.47
YroRIpyNf4jQOjlz,shoes,108.99
8q5kBnwMPYaTx6C1,shoes,111.99
smA3SXmhEjPbF0yC,shoes,126.99
rQRiICmWlVPbYKQK,shoes,155.99
ucdD1b3kuFMnNtWl,shoes,155.3
e8sh8Qson074eGaf,shoes,139.74
9mHyPSCgVqzvOajO,shoes,106.99
qTH423ZBO1kuuJYB,shoes,140.99
ujA7A4EH8Hu47Rm7,shoes,134.99
O12YdQaBxhyjf4lF,shoes,107.03
JL0IHmSNcexA1OLk,shoes,119.41
TnX2LodsNo9pKZ3m,shoes,128.8
lDF787h0pDF0TJSW,shoes,124.99
tNvG7LD74t8qmCY1,shoes,121.01
gf1GXRN0PEVn0xng,shoes,116.63
pciH7cqsyNobwDXo,shoes,75.99
tKDGx9DnJtQRSet3,shoes,102.65
paP4TnFIkheTIMXC,shoes,152.99
49y7jZsOv7uS0Rly,shoes,126.99
XRcTaV4aIPwuxY3E,shoes,100.99
OjUURSJ4RBdpTVZM,shoes,126.99
5z53BO8GSsdg82eY,shoes,158.99
e3x1pTiEzNxh5CmG,shoes,125.99
CciV1qB91Tibyapf,shoes,110.99
HETmGIflV4Hfmeqn,shoes,132.99
WidTWAXnqflTPVFL,shoes,122.21
NTjPin6hUqakw0DF,shoes,147.99
2yjJJhBee5kDs69x,shoes,135.99
ByosJzrgrwBXfxiJ,shoes,117.99
aEbCFEpcaiplZba9,shoes,166.49
IVYzKbD6ofitVgdM,shoes,144.54
yAFpwwSiTUHl5uXL,shoes,133.53
sEG1KZw8PenJAdT2,shoes,91.66
DM7mB2TQOsldHKP8,shoes,84.82
45eN0NBbWtM3Xzgj,shoes,121.99
6XGDPsjsEJurSI2v,shoes,106.99
DuOhkVGH9e2QeJB1,shoes,101.99
RHfeud9zA9Yo3GeR,shoes,132.5
dQ3AIgcmiLK349KN,shoes,116.79
JGsTIIj2fEH82ESB,shoes,96.99
X0lcm9cZJ5E2UFyr,shoes,117.99
tQ56sWvvxExNHfk5,shoes,117.99
TydnO44oLEEam7MB,shoes,132.49
pxh6qORbQ17DskLW,shoes,101.63
pqahkiirh4asx8fK,shoes,133.06
OhVtUt3hsUmF5dXP,shoes,144.99
2Sca4oeeY90eZQrj,shoes,105.99
5DaNPlRpY6JWRmOI,shoes,114.99
DXALeLagGmchoZcr,shoes,87.38
3o22UA4CEpZasdAc,shoes,74.99
vbeSw1sH7Y9fXIAX,shoes,133.97
MPo9grtVCfQ55GEN,shoes,113.99
tScyVk5ORkERQM20,shoes,134.02
n0mQoTaNDtZKDJXZ,shoes,145.99
3Zyt6djOSPjrylIa,shoes,89.99
GI5gbkuuiVe5OsYx,shoes,120.99
WmdctFdgWvfEwrlK,shoes,121.31
iLANsYVClqITPXox,shoes,144.37
cedLCdY1LNS6rIa0,shoes,101.99
TyHC3CfO4yxc5YMJ,shoes,111.99
eoqzIGd311wx53he,shoes,111.99
wE6pyjpC41Yyy0U3,shoes,112.99
EFrFPzFuhJCdVX6J,shoes,91.99
8Ummk2Li953Fx9kj,shoes,103.99
ZTwFN46e3X4bKwHc,shoes,102.99
XPFadLXfdEJdaIL5,shoes,110.54
LnqazVHj1LCMhACg,shoes,146.99
q5BBq4ZbPnGfBrWH,shoes,130.56
D8ostdOJMCdRzBbR,shoes,156.04
Rv3W8H3dekLiMH9D,shoes,98
Ot3SVYdPatDmaLlN,shoes,127.63
BVwhTCylVwGvwIoO,shoes,125.82
et9m8nfUYNgzBGlz,shoes,149.99
ibOwtvuP6rL0sdBI,shoes,134.99
MngMnlHKowwAQ2rj,shoes,84.99
lCZjkFZVgdbLqxFf,shoes,142.99
LJePgzoufSfqR9qP,shoes,122.12
cfjs7WAx8D0pwyYs,shoes,84.99
biXNqCisaz1OKKb0,shoes,77.99
39AVSGo2OkLkWYS9,shoes,132.91
HrV02uvlt2sZfPAP,shoes,135.74
gh2pr6iZ1dVk5VnP,shoes,129.85
WrIKVStesxG1YAzK,shoes,107.99
jaopwyndtbS92pnm,shoes,108.99
WADPhfrgUVkIN9yn,shoes,128.99
6dwHSj6SPnZ3e4bq,shoes,119.99
lxbiYDqeISNPqqdY,shoes,96.99
x6nCbBBRTEGuzCsB,shoes,106.99
uDoWIjoLkkzs8Rjs,shoes,131.2
weo6qGUsH2zQbJ9g,shoes,97.99
lj2JFPVgEmvRAsdh,shoes,104.73
nV5XYfKHjKxi0rzW,shoes,124.22
mXVXW4tlAZ6w6Rb2,shoes,108.55
BNEADD1WbTn7VnLm,shoes,111.84
23P3ZJbZe2xsfEWR,shoes,108.34
bW43g6cOVJlLnraN,shoes,140.99
FYlLQxKVKD8jjzcq,shoes,104.36
ERImWHHfLXrVqrCN,shoes,101.99
9SAbchqEWHzmjUiA,shoes,107.09
tOBKXXPJEl7GiMBu,shoes,119.99
2SOG27YMPfFj6sX8,shoes,143.53
rR3qngYgztA2YIWE,shoes,116.27
fsPma8CCTDkk72Nn,shoes,99.95
TE9lGGRTcpKq2wjr,shoes,116.99
3VlrSsLWG2yT8zqd,shoes,115.99
Qgcces5JxojuPNtg,shoes,140.54
wPndlwwbT0o3BC0n,shoes,97.99
0jYkKHUpNqhvqzRE,shoes,102.99
oUQ4kbBbF4EuSaMB,shoes,109.99
4F74lo5FEbti3rsa,shoes,170.42
p6PJrk8NbsU2Pala,shoes,158.25
Ex9IW2jAoJESGnQV,shoes,140.99
yrAkucnZL24ZoBdR,shoes,125.99
eKQDOsI4fr9ia7en,shoes,112.99
DMvfuCNOhzxBplBt,shoes,125.99
CzZ0NN96qR0Znnyc,shoes,67.99
NLCXh7BAg9rQM1Vw,shoes,127.99
doxFAzLJChLQTL2g,shoes,130.99
492Dn1ZDmkxNZSmx,shoes,119.99
kZDjK8dU5R3IJTP9,shoes,131.99
vEEP4EHGCjlABuDW,shoes,117.04
9VmZWXs3223Thphw,shoes,117.99
ne6MFi4xSrQ2bNHf,shoes,132.99
HNhjxiZscSz1IA6k,shoes,135.99
FDbivyp50bj3zLhE,shoes,155.34
4YDGOqhSqMAKdolF,shoes,127.99
VEhFDuK6uQUU0x16,shoes,150.99
Zs9z3GwFZuagPIr5,shoes,128.55
gZUXhhuZ9puczMpQ,shoes,93.99
KT3pD5maeu5SogCa,shoes,118.52
7UsCEAb8TtHH3sM8,shoes,110.99
vKN482ItGffbzqkX,shoes,128.99
hZmcs0gqq3PNAWCx,shoes,105.45
ngLkS7RadFfmnPmH,shoes,136.65
3dlWxkQeGP9CXdQp,shoes,129.99
VrHksE0KdFpQfQtd,shoes,100.13
BM2m6pjdXfFoiJwW,shoes,115.52
lMtYXGsYp7679o8h,shoes,126.93
WdTOLebnCntZQQtY,shoes,108.99
d9PZDgCkqDgJwLth,shoes,107.99
c297eKY233fxec5J,shoes,130.57
ifXSc44bam5Jhehv,shoes,137.34
dxQIkFh9bQA0nFYG,shoes,150.99
XjK3sLXHYZCT0b9V,shoes,141.99
mGm8vFIOy1Oq8G1L,shoes,156.99
JUBd2UHbwXeQALpp,shoes,105.53
efqHYk5jWErReJer,shoes,105.99
Gwru5fIAx0ZBLZXK,shoes,141.99
Ik3jezmDKJ8XnzTT,shoes,113.99
cYWILlRIgnJR96Yo,shoes,159.99
2Jz3urJu71KK22YE,shoes,94.37
cXZ5jsrqvI2ujX4D,shoes,125.44
8kEVmn3dT97iGdE7,shoes,153.61
vsXNA7BuLLF8GTpi,shoes,133.44
ATHIpqb6OP71r2mX,shoes,133.43
HjceWlmRJAqigCS5,shoes,91.99
yJeKFlXfZnGu5Arb,shoes,120.35
JO8BhE7s9AHwdGRo,shoes,135.45
VxcYTxrGOQYnyEs4,shoes,105.99
7HjtFTZ8yTiOaUJA,shoes,114.99
JPverrFl7WxV402A,shoes,124.56
dVHSCBDFyXB4KRJV,shoes,113.99
xnGmPHolXvb0C5OF,shoes,163.31
eyzSJRneIdWzu71Q,shoes,123.99
lKmYC7gJYXtdM4ur,shoes,105.99
aGx6B3i7pMRGFa7L,shoes,144.99
CT9sFj3t99bhQEAy,shoes,109.99
13Ny1gLfyiXVoqIx,shoes,76.99
Oxskej069QD8eyuJ,shoes,111.01
HueIsFPd6Ef7fGVK,shoes,139.99
rcOcsMClZT40or2x,shoes,109.07
xSyXP6i4dSHPiciW,shoes,107.77
4ykhQL5nPE571Fwy,shoes,95.42
v7nAaAry5Gvuv5fC,shoes,132.99
ccBZ3Sh6F8cYjWZG,shoes,110.99
GBbY1iRjV0UJrXQf,shoes,122.16
fycQaoxT0b1kbRjY,shoes,121.99
vhYueEweyXHnemRY,shoes,157.44
inzt21n0tlEHOy0z,shoes,102.76
dlAigHW8A5ENMMXT,shoes,105.99
NJNghgUriymyxBpN,shoes,124.99
gnFUTrMxjqA8g14E,shoes,160.75
5BQc5lJDR3zBBkTG,shoes,139.99
v54AN8YeatcYbUBd,shoes,144.82
2F4ZBlRQvxbEudBe,shoes,123.95
q4ywGC5sdvkjYD0W,shoes,142.99
x95FakCgKZ9EYTgc,shoes,134.99
K2jJ99suMVUnnkcJ,shoes,120.99
k1neYbeJXu3hXYJF,shoes,150.99
GkrokPAc54VG917a,shoes,115.31
Oa8SpxYypZMyvQ9N,shoes,118.66
qnrDJQcoiUGEqY9p,shoes,79.24
mV55oK2vwUIBWlFH,shoes,156.17
78EAShr6SHNExJxO,shoes,129.99
NXBZ42rM3EEEL035,shoes,126.28
AVcZViVrTYLa6948,shoes,111.2
w7MKifXJsrzOAmw5,shoes,115.21
SjPcZvyXhYlwEP0q,shoes,109.39
Oblhl3fp0imTrlro,shoes,110.29
CI2mzu6EU0XD1bFc,shoes,124.28
Exo1ZCQqcVhFzvir,shoes,99.99
EeoFQ77yODr7Atd7,shoes,175.99
5fLRee8eJXI1rAPB,shoes,138.99
dKPfBQiUCkvA0iJE,shoes,117.26
xtByUC2jgy5TCdWC,shoes,106.44
FukasY0YzLFmjRu9,shoes,110.46
mOTKhNkyZGlQvYnh,shoes,113.99
teSpltG8Oa9tOpGu,shoes,139.99
F5EDoCpMeObv7Ntv,shoes,118.99
lOVsLHJJHBCsuSp7,shoes,107.66
YQhpLBj90thF4gQo,shoes,118.99
aAGxKtY6NRd9rXHv,shoes,119.99
r8zvkyjwXbG0TaS4,shoes,131.99
XaAJsuIXMQXGKylw,shoes,104.99
1csAbCo7HpEjF56s,shoes,105.94
d8VgGJRks4O2bzpV,shoes,169.16
W4fpCpQujTf6ZFhu,shoes,105.22
ZLT3nyluTTY3wzQZ,shoes,124.99
d1WfiazN20tQEK4g,shoes,89.99
UAIEnzXQYKXgq5RM,shoes,83.99
ZvCvvAGR5xD2f2b3,shoes,110.99
uX77zsx7GaBX1PIH,shoes,127.45
NvodOG14eVM2Hd4t,shoes,97.72
PjpRtiXUolmhELUU,shoes,112.52
F62OEGn5sVvM2aXt,shoes,128.99
OdHPRFUbZQoOUX7t,shoes,163.99
27k6JFdyr3BhPb7e,shoes,114.99
QQFUraz8e9eP8NCa,shoes,114.39
aZ8pe7xCqht3e9QO,shoes,155.99
Xqw07yaVOXZtagmZ,shoes,124.69
GsowHwv8lFnpZvLl,shoes,105.99
1WWujZ9MhlcWt1kR,shoes,129.99
384bQsZEtcJT15KD,shoes,87.99
65BUcGObrQn3vwC1,shoes,126.25
o12kUWPWQFr6jILY,shoes,156.99
FOlchp2tlrKqabLP,shoes,103.99
Ap7VEmFn6JqgX98R,shoes,141.99
BqWz3gMGUF6aiNJO,shoes,93.51
HSDRL5lqBCEztfUR,shoes,107.78
Bi9mtZDvPZTeX95F,shoes,99.99
H5dBpVGrN2asLmJ1,shoes,153.99
ejA0yJ7Y8RdLRhwU,shoes,186
HGqt3JH3kko6A1Uh,shoes,114.77
hC6m4jpMiMlRG6Du,shoes,137.99
